node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,42129.472501791286,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,113742.30482422175,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,83849.88394776771,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15753.868978448743,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,89705.28470448904,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,70103.75812140368,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,90294.18899128401,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,55784.9891464402,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,69358.54956470148,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,55534.78830920753,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,85950.95760360306,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,168515.69475261704,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
