node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,35861.88398406065,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,65730.8432050181,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,68233.80012718929,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14812.288869343934,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,71307.40173351229,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,115888.12247281747,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,54612.01894001685,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,70939.94667032028,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,62572.18559534284,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,78748.6798294765,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,30952.655508790867,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,135782.98312415296,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
