node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,56269.30855930143,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,73882.58219018714,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,31817.789934141394,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25475.53724783319,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,99424.51699250237,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,56197.898801254596,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,50727.1732765468,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,68138.23386578429,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,31254.58629270083,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,58988.159937636665,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,61442.39266299896,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,198841.2097117441,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
