node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,72835.35882838201,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,84013.9099712504,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,40982.31880942508,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15340.067435413795,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,57851.848290125585,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,77792.16711459751,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,67324.27165498717,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,77578.99783460665,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,88885.03992868582,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,98179.4727583277,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,45622.60481387216,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,184260.82943114056,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
