node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,34028.58046233355,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,46017.87798900826,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34987.24924484748,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20797.990395090652,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,99050.50681721045,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,83202.8367853436,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,56318.63803509476,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,58668.04002883399,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,43045.90897164786,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,61948.05245906724,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33169.58227165891,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,199473.7606644927,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
