node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80674.94993767161,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,94757.80101974141,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,65568.01060962844,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14082.087634110549,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,98632.44323521593,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,92477.67578350932,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,74291.67648603606,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,70704.96175176137,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,36898.10636750592,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62591.45452544965,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,82678.84565793039,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,197025.19855267787,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
