node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,71689.25353001026,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,90192.24055612735,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,49782.898159467775,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32396.63598764278,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,72417.2631761106,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,115976.24325218724,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,45744.86292419844,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,83080.65901954306,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,71700.47786768623,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,61728.33005266711,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,54814.86485580216,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,142293.84752363194,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
