node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,68891.4932199059,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,111665.87772254323,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,36740.5774841128,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19356.214425844824,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,51672.9890291403,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,99936.99468251667,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,57813.36633465271,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,63711.1356558965,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,80378.90001031528,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,70564.69752376947,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,76990.02350085512,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,177588.77847779324,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
