node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,33699.88852853269,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,47228.93423717822,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,58734.748994420755,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16558.433284637817,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,107236.30100833258,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,50579.1351662527,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,99438.57106213328,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,61972.36816118917,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,46422.43951995773,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,92651.10274821866,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,34045.48715430279,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,80731.06666108048,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
