node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,41626.25102240102,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,91021.72406762552,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,78391.51034860528,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22615.374904129047,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,87317.26956013171,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,101134.72756074197,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,49089.44986338871,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,76298.70078754125,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,85361.46368831898,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,55257.260718567486,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,39049.284267776624,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,85006.39141664647,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
