node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,38608.90657538898,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,93988.48893638625,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,61178.65562380675,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29077.61927151442,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,72518.3638690166,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,49844.664419585686,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39002.57908106726,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,57257.77690488105,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,71891.95154222917,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,77428.101825002,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,53595.346057060284,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,122645.4811947744,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
