node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,39924.414475668375,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,111104.76030865309,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,75910.89661733453,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32115.789141974496,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,90893.43479746116,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,84806.13986938228,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,107209.74106991282,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,39699.04608369379,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,79300.73107386255,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,39670.83163548892,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,68763.56358812822,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,129252.1470364311,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
