node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,64561.506662222244,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,55322.6640493307,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35178.151982030846,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19138.504574846753,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,106210.52969610922,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,44152.39434188955,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,96611.67831333433,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,68075.21268024713,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,69832.64410189936,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,103608.95084219967,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,37571.76985604061,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,116624.3485744605,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
