node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,45056.21432857247,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,85130.97995517678,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,47840.81528110398,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26100.941666012128,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,68452.13120217949,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,42396.25054679651,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,45752.689685059544,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,61884.08058860167,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,74557.35149297352,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,92582.5110670613,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,86726.49189389977,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,194198.16474929077,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
