node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,69331.78045311473,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,103451.75616199039,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,87968.95513992295,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,24429.14639157569,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52620.81808693147,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,79539.89314694173,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,53923.500685438,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,58214.81350259884,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,83028.36212804663,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,41203.04205380537,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33691.94355120849,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,133607.6947777069,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
