node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,40925.065053072714,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,106428.61671518128,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,71906.61545362043,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,23330.321014006997,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,101799.17859463998,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,101194.6800167358,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,98759.61378673356,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,46434.39070786355,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,78959.94129219843,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,38021.98757193544,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,41808.46872508047,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,196684.7694589091,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
