node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,65235.928023651046,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,59369.18363243004,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,65331.946285578684,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16977.415461957557,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52554.8400435797,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,82038.20476472157,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,82631.88213332876,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,70135.40483372522,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,58682.89569432922,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,100446.7654402281,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,85468.21251180655,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,107567.13714759976,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
