node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,59559.427504397136,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,90959.64631140759,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,56529.61179550542,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12520.338692793006,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,92481.37549631792,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,100472.06919092449,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,43761.035509186,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,82360.1995007154,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,61661.52628764147,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,101573.38471139775,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,53306.98314037598,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,130701.6245687531,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
