node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,73343.30205081715,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,73380.90007256565,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,76877.9138739044,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18418.23484423403,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,48288.07435236517,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,48518.25139280611,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,43352.59081747167,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,88388.83095458208,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,61146.207885506716,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,105822.6005624092,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71140.52507549996,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,107988.68303999433,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
