node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,33247.990416371766,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,83210.57596450906,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,85739.34497943394,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,30778.599231710457,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,78316.74193992902,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,84187.65129653814,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,74649.95764234413,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,90232.6350473702,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,63669.741497697076,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,68186.32566229207,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,80254.29140606729,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,90434.69615710701,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
