node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,54172.51680012186,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,113064.83839371134,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,82816.7137883495,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26293.361509875205,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,95381.91859007072,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,41231.311880605244,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,38678.2934923909,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,33392.2072112761,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,90765.34544474876,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,96050.14910608022,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,53173.21845507137,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,185192.34478006675,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
