node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,81958.83631337,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,58249.234175621496,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44526.95568042327,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26007.684878791184,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,107875.76601084624,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,84397.45170146944,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,109971.61595656627,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,65971.5884984734,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,49922.8746993662,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,55410.514666560004,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,57369.450726504336,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,116427.60247435993,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
