node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,38267.66866469446,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,90233.15202267018,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,53762.1002093553,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17438.125530208097,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,80482.28313778363,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,78197.76214619979,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,109661.31556926666,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,43677.909787887496,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,87611.04434833051,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,105875.75866888867,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,81891.16381082463,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,174604.48263559467,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
