node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,75176.81985131609,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,67773.61846759415,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,57094.11332691684,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16146.406060211719,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,106685.3212581809,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,110388.628259762,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,79441.1634990062,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,47000.48263923036,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,43084.83243454252,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,69761.96611845314,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,62200.23602179561,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,172478.3162387929,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
