node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,57855.726742001076,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,84461.90451173716,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,38058.98631634637,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,21448.784275139875,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,105534.15944204516,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,56497.945161497635,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,71037.89378794283,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,36932.41525575339,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,54458.06755587713,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,87798.93263328106,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,63254.11982471207,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,106731.42007975964,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
