node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,64487.015075934716,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,88349.05707218207,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,75309.15286285325,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27857.63992399076,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,37944.98932750385,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,112395.24384963022,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,84532.28245880845,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,94434.15639612985,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,50390.315304278294,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,39621.48516378085,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,43682.72856720967,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,194916.58113544667,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
