node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,42563.83082983718,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,69304.84254866243,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,83805.8535940506,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18918.416188494695,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,56928.85579469996,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,85040.2303368129,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,37087.37143776675,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,59786.477794462044,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,90426.49884524543,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,104633.79593814124,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,49527.61935567076,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,149189.540426961,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
