node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,37379.49659413866,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,83599.61904327809,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,41783.1736668824,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,24087.19144100236,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,57267.41637367159,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,79977.72179208035,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,72944.60415856022,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,81052.77179345675,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,39445.53952409792,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,103237.30825922838,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,56253.93436218982,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,99945.65202804905,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
