node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,84269.0921118545,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,43314.7940516374,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,38236.750187120626,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14125.446355087615,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,57050.77321880036,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,105544.16857079807,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,47181.60148755855,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,44787.59880362444,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,64233.27782648884,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,99085.00572486978,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,81107.99652106583,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,71582.6821841511,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
