node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,77360.3535215515,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,111109.29545115489,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,45075.54743897402,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16656.58057631217,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,66235.0628446432,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,87982.77794973816,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,90495.26179576445,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,47527.27191385017,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,34329.49072033208,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,43041.56478531058,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,79885.25167990554,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,85965.16869641107,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
