node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,47709.49355199903,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,102275.66961785534,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,88102.08597989361,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14249.582957821929,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,81750.2495465732,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,55557.83188031148,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,83518.10885591843,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,93712.36655069125,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,65241.33614937427,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,107815.78699559667,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,55899.38276184166,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,126176.46348364941,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
