node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,38210.272035373186,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,78845.48999324828,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,39242.8240291584,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25384.80156972784,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,37905.14811562155,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,76912.81485358787,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,107941.70848974712,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,89825.99224742514,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,41542.13459082267,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,103987.21315282701,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,54765.276511902855,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,80885.76049336813,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
