node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,66761.7901855769,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,54552.44878376105,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44693.63987389445,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29017.245039421887,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,77788.91123135082,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,113519.11932332128,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,97456.44399973915,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,65010.1234639756,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,33488.45583093167,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,101864.09987197055,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,75721.64574273454,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,128890.9120574597,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
