node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,76991.45827346745,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,112712.03906788588,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,62274.08275271608,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19849.751991013585,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,72330.51335671952,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,45210.67764232809,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,82046.29124346394,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,87477.74966370381,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,46531.65332763407,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,59424.94632917202,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,64676.85640306323,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,180423.43209279777,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
