node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,56117.888250931326,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,53964.88468137774,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44029.35270088178,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29188.321329314567,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,80898.03940915348,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,112965.41521167768,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,81865.61551881542,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,86114.57631192071,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,83888.72866323104,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,105111.04367088665,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,65662.81111883036,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,127317.24999394275,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
