node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,46078.91936363725,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,100979.18418609875,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,74782.13681049609,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20105.223546408506,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,39847.0717651592,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,63340.55092406192,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,73657.12435205623,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,78696.04325739156,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52941.123317644364,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62557.83557922692,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,81813.46391537745,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,69177.63324649363,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
