node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,70010.52614973618,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,98655.96720589005,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,52098.35382511028,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16567.767852599976,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,72235.15353895255,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,113740.65240989765,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,44345.363429638885,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,48652.41910209886,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,60373.81670036631,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,96824.46126995153,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,35907.96070096677,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,89699.67508414434,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
