node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,73325.71827749159,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,97488.18565146504,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,63718.83197241736,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32904.51981134239,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52715.46477752483,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,78322.79751865537,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,72149.72176968954,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,67443.36844949725,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,82045.34441479541,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,67064.3367512136,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,78083.74011740102,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,127640.96066252793,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
