node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,41878.86507627457,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,70269.8575096688,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,77280.38038932097,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26940.92305447588,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52368.16002623024,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95552.13192784206,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,57385.81930906662,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,86588.87598324097,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,48823.63527211472,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,96956.40205160472,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,54858.69638616109,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,122012.7117577852,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
