node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,78511.1245288553,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,81095.07268675294,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,53705.06640476521,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19908.759772248533,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,67874.48445325352,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,59203.456539820094,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,44814.23712037478,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,75072.99194216884,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,70463.48138912937,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,73468.13616560384,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,39404.55314370621,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,133130.09951174865,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
