node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,45786.877726717714,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,86354.16216925897,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,42045.76722140019,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18958.439957684084,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,45162.178820528476,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,111491.86694093038,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,84806.41518420857,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,56803.73681990576,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,55914.45984631764,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,106769.4150672292,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,46661.12554953054,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,112295.0302688008,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
