node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,72736.03030514739,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,107461.43487374226,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,63595.79206855985,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22471.66410244945,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,51992.932950834336,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,70306.50227660428,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,99291.33127517132,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,93011.44538110723,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75054.877942861,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,81446.71254012581,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,78109.7281602187,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,125824.19454068026,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
