node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,87134.19901986209,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,46215.72888643465,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,47923.68810735112,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,28494.982948873636,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,81170.86491162532,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,40661.32073367089,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,69043.29287716701,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,53632.79105458528,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,88671.7087540138,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,79616.39506824958,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,48356.546412092655,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,189092.50772504046,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
