node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,52415.935790874246,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,109087.38593752065,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,63961.144624842425,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15099.85205897881,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,89004.70407042855,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,72162.29183721481,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39112.33097708649,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,81732.93647180777,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,74098.9036771067,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,85840.80793565609,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,50545.62206887112,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,167380.32327615583,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
