node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,81140.22650274071,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,46570.00087763688,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44447.69937985441,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,23783.17875001788,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,83226.52401491428,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,42779.418625306236,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,62477.52339058369,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,67538.8919112265,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,37712.35784766546,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,59028.56523087425,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71264.05808576084,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,81365.15572835872,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
