node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,34379.450542835024,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,43326.62068301471,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,58956.574368577225,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,13561.894174166098,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,49117.959468528,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,50751.81954306465,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,37482.194075384985,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,59978.2876853516,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,42655.99178150917,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,45840.27538594034,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,79024.90229933344,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,188235.03653441422,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
