node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,77872.13527651361,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,70648.61972907263,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,31671.071139897354,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,28399.28583169673,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,101226.19732268808,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,90389.16696163367,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,38415.66999116546,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,47038.73709677651,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,89278.29752575446,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,48770.92933977042,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,60263.593058266786,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,101621.06188329284,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
