node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,76118.99738339112,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,45901.30827153622,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,55274.83093147346,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18472.0852903165,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,49570.715186885005,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,73647.87958692042,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,87853.77961516175,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,41479.57617284105,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,82144.865154417,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,90268.35656424002,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,82011.63923633537,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,160451.33700618564,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
