node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,32397.35582594316,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,97425.70448519597,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34600.98959202255,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32645.87382315359,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,86773.54359014037,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,48388.3537858935,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,96146.37637640968,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,52572.79177281615,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,37304.66401840698,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,37878.11315271704,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,38275.3676355774,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,115883.44586986843,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
