node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,31391.642292511304,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,39235.028401013275,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,33096.89062881327,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27395.210935775878,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,106801.8895433184,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,50519.03308340685,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,75508.95802796885,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,83524.93650661806,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,44537.35876953687,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,67764.78227622673,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,36372.95494161892,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,153143.10008768536,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
