node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,62704.675460672566,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,70053.38135006624,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,38461.92948543824,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,28409.1580799854,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,57795.967609934196,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,102796.48961360544,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,68613.20170411242,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,38001.45191785446,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,68019.86901291602,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,91047.50947415308,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71926.27822095243,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,178460.64637509306,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
