node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,50597.90098622008,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,71620.20451250506,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,67959.17078081291,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26147.1246230651,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,105479.63155613463,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,55004.524827129775,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,49554.66212408906,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,68567.75194117006,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,36844.49360429593,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,99415.61451795501,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,68992.01700432715,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,92623.79668763655,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
