node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,56055.64428454078,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,94234.55675657872,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34280.23491159651,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26887.225174489653,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,66150.59868476674,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,41791.97987531175,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,87288.33620450206,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,57437.76072835725,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,62012.578544026364,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,74908.17237458282,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,30901.49254905281,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,113909.8728949949,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
