node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,76616.58056952353,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,52526.856497950095,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,60159.58633633658,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,11893.613051115872,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,107141.0859709974,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,78501.87429121301,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39805.33808846665,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,79311.05529594951,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,51815.52312718052,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,95164.45429601485,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,83700.6015663549,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,129953.62905954741,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
