node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80774.38055195312,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,106953.984423885,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,61097.669301295435,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20486.853609050486,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,39805.16226881777,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,52557.780689810636,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,90279.43181726105,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,61870.89438403843,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,50842.39103835534,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,88023.11908445873,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,30997.295828278537,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,96855.26196579351,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
