node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,84474.22596490174,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,112066.20910293033,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,71445.36429595858,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25561.137175442953,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,95312.12641158618,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,47710.08823095615,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,37353.62943876788,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,75981.67086164618,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,66699.49173188445,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,89711.47008310465,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,47377.97764722943,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,87905.78120605303,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
