node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,31909.786603067245,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,94225.77390789699,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,83328.59010671606,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31095.749158234667,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,85215.06781241926,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,114394.7652263582,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,92636.96653552435,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,36047.01181744781,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,91084.18113291003,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,104322.07670317666,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,58769.99010285465,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,73271.37205555278,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
