node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,61700.93181607991,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,55002.067385868526,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,45696.87541089636,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26469.982893869732,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,81551.10104943988,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,112628.9440115181,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55978.1475773675,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,64041.988164526556,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,50077.551619364385,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,37073.747057685534,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,41876.36166423748,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,193126.77675210073,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
