node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,64451.28474506487,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,93039.16629469718,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35846.968408708744,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22959.45506464116,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,42494.03554689181,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,55523.827610675165,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39617.743081728055,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,82117.13718724568,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,76562.29004637877,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,100905.08540606263,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,44707.79378858861,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,149612.7436294824,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
