node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,36897.642093897244,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,73741.05673071298,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,83014.78986760219,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14962.613555927137,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,97480.35609021576,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95339.91224370594,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,61504.09756780381,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,86911.63097095932,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,70671.16760410187,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,103931.33666311523,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,86357.97696894778,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,85559.79507228981,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
