node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,35712.44352604786,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,92624.20071543593,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,58523.75193790932,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31464.452815520566,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,81266.65040352197,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95746.84716518,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,71442.41974898729,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,55688.42728000981,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,39036.11360262497,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,37576.73813654441,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71650.51245814103,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,121851.62193501345,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
