node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,52001.78555186076,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,76291.4688059248,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,87119.36045754685,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20401.824254775263,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,94492.48263614859,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,104105.83265197453,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,41130.40923583341,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,66172.26982835466,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,64480.50395164135,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,99220.1989716738,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,38852.97305863185,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,164674.20085398247,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
