node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,84743.27694741206,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,71913.31088948206,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,45037.56943252968,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19447.236655796518,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,75201.81146069024,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,46500.904887060824,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,69187.95175179007,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,38037.63405605537,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,42764.017930775735,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,78435.66902023602,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,83881.14450644565,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,139561.86418048502,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
