node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80639.44494785492,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,80484.92224288486,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35585.23933636166,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15524.736832422743,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,48205.593339810475,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,52103.088930685066,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,65370.65671945765,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,71780.10848360424,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,66187.40499103721,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62744.88186298347,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,41301.47434645023,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,171549.84181026125,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
